joe,joey,christina,gi,jean,monica,jo,ross,cole,billy,joseph,brandon,nick,dirt,wilson,jonas,chilling,fave,miller,cotton
bye,leaving,offline,facebookers,signing,singapore,liver,,,,,,,,,,,,,
computer,windows,laptop,pc,drive,gb,mac,files,installed,virus,computers,system,software,install,xp,ram,vista,program,microsoft,desktop
summer,school,days,vacation,week,start,weeks,holidays,break,classes,boring,started,exams,internship,august,begins,dreading,volunteering,yesss,courses
feel,sick,crap,feeling,ugh,hate,feels,sucks,crappy,bleh,worse,miserable,sickness,icky, =(,ughhh,shitty,horribly,ughh,urgh
perfect,person,finding,perfectly,minds,discuss,imperfect,learning,ideas,timing,perfection,small,average,flaws,events,creating,imperfections,nobody's,combination,circle
friends,facebook,talk,close,friend,enemies,talked,met,needing,strangers,set,haven't,closer,guarantee,buddies,lovers,level,haven,closest,homie
toast,pancakes,french,breakfast,making,pancake,waffles,crunch,cinnamon,ihop,rolls,eating,mix,syrup,toaster,waffle,mmm,blueberry,yummy,makin
good,bad,thing,company,idea,isnt,combination,intentions,combo,perfectly,misunderstood,necessarily,guarantee,,,,,,,
wtf,damn,shit,wth,wrong,hell,pissed,supposed,dude,happened,omfg,sm,bs,happend,fucked,suppose,pissing,dumbass,retarded,dammit
island,beach,paradise,shutter,hawaii,springs,kings,palm,boat,treasure,desert,adventure,tropical,stranded,grand,cruise,resort,ocean,virgin,sailing
ben,big,thinks,hah,possibly,jerry,parties,raped,franklin,icecream,jamie,reaching,davis,pint,tub,bailey,suspended,sailor,foster,cone
family,friends,wonderful,blessed,amazing,thankful,loving,husband,grateful,lucky,boyfriend,truely,supportive,daughter,helped,greatful,surrounded,fortunate,caring,incredible
rainbow,robot,unicorn,taste,dale,skittles,pony,rainbows,attack,poop,butterflies,gold,throw,magical,tail,glitter,pot,throwing,purple,moves
smile,make,makes,laugh,takes,cry,giggle,everytime,frown,muscles,style,extend,arm,annoys,smiling,kills,fails,sets,melt,sight
failed,attempt,thomas,fail,failing,attempts,attempting,fails,ways,attempted,successful,horribly,exercise,managed,badly,failure,succeed,teen,jefferson,force
insane,crazy,driving,sane,sanity,completely,insanity,psycho,madness,brain,normal,drives,nuts,driven,literally,slightly,clown,drivin,mental,insanely
light,darkness,dark,fear,darkest,deepest,shine,shadows,shadow,powerful,measure,sight,dawn,brightest,guide,brilliant,meaning,secrets,fades,sadness
toilet,pee,bathroom,paper,poop,pants,potty,floor,seat,poo,diaper,pooped,peed,peeing,training,public,piss,trained,wipe,sink
she's,girl,she'll,thinks,she'd,smart,that'll,wonders,tells,girlfriend,league,girl's,whore,daddy's,saint,realizes,acts,sister's,quicker,mattress
feel,felt,bad,real,earthquake,suddenly,goo,numb,relieved,relaxed,helpless,comfortable,awful,refreshed,,,,,,
things,lot,mind,alot,make,easier,thinking,learned,figure,do:,whatsoever,sort,sorts,differently,tend,clear,shouldn't,happening,stressful,quicker
carlos,jennifer,garcia,michelle,jessica,alex,ashley,tiffany,lopez,andrew,christian,stephanie,melissa,eric,jonathan,alexis,monica,nicole,aj,daniel
make,smile,thought,buzz,forget,crazy,dance,drive,fool,wild,fall,record,sing,sunday,sun,breathe,dizzy,spin,gold,shine
phone,blackberry,mobile,iphone,verizon,droid,phones,cell,sprint,device,upgrade,android,service,contract,sony,galaxy,lg,bb,curve,switch
work,parents,job,made,wanted,gave,chores,kid,everyday,grew,church,respect,pride,law,morals,household,agree,suggested,taught,grounded
ga,lagi,ini,hari,di,jam,dah,mau,lg,ke,yg,tp,ada,dan,sakit,jd,lama,apa,yang,nya
thursday,wednesday,friday,week,tuesday,forward,thirsty,afternoon,saturday,ash,evening,hurry,nights,kissing,possibly,thursdays,wed,miracles,noon,postponed
laundry,clothes,washing,wash,dishes,clean,dryer,washer,load,dry,dirty,washed,loads,machine,fold,putting,pile,mat,dish,basket
can't,wait,tomorrow,beleive,,,,,,,,,,,,,,,,
place,stay,found,places,move,perfect,moved,moving,finding,step,dark,falling,higher,spot,crowded,spill,resting,furniture,someone's,hiding
cough,sick,cold,medicine,fever,coughing,nyquil,flu,rid,colds,drops,nasty,sickness,syrup,lung,meds,horrible,sneeze,dose,lungs
good,pretty,decent,fairly,crappy,eventful,halfway,sized,,,,,,,,,,,,
sam,dean,stephanie,steph,hanging,uncle,samantha,supernatural,jess,adams,ash,chilling,ashley,hangin,houston,liz,eric,drew,jen,greg
happy,year,halloween,holidays,safe,jewish,,,,,,,,,,,,,,
nyt,nite,wot,gd,gud,xx,tho,sum,bk,shud,xxx,cnt,wif,wi,iv,coz,wud,jst,mornin,havin
talk,whoa,talking,talks,barely,talked,trash,cheap,nonsense,rarely,shy,strangers,pep,brag,eachother,communicate,vent,understands,backs,nowadays
he's,guy,he'll,thinks,doesn't,brother,boyfriend,he'd,poor,tells,hero,hasn't,adorable,sees,jerk,dad's,sweetheart,handsome,talks,convinced
person,status,i'll,put,write,wall,week,st,question,dare,brave,answer,you're,profile,pic,post,picture,choose,married,inbox
don't,understand,people,doesn't,they'd,broken,expect,everything's,honestly,types,impress,they'll,they've,bother,everythings,kinds,generally,criticize,ment,necessarily
show,musical,theatre,performance,rehearsal,cast,theater,stage,production,audition,shows,performing,broadway,auditions,tickets,opening,center,arts,perform,crew
we're,we've,we'll,let's,meant,we'd,doomed,pretend,halfway,other's,eachother,backs,livin,remind,cos,heads,alike,begun,knives,funk
die,live,born,cry,kill,young,i'd,ways,fluffy,lie,alive,original,dies,survive,boredom,funeral,choke,bleed,habits,untill
days,left,till,school,weeks,summer,counting,exams,holidays,month,freedom,finals,,,,,,,,
irish,pub,ireland,england,printer,scotland,rugby,print,match,lads,ink,c'mon,london,northern,accent,unreal,crawl,cmon,brilliant,pint
i'm,solo,feeling,stop,loving,ridin,riding,cloud,star,sky,shine,lovin,feelin,cover,putting,heads,han,flying,shades,puttin
back,finally,glad,missed,phew,soooo, =d,figured,survey,sweetie,,,,,,,,,,
brand,greg,travis,russell,howard,miller,jacob,survivor,mason,ryan,alyssa,randy,joshua,marcus,dragging,alan,arthur,bruise,dread,
good,luck,bad,charm,stroke,plenty,streak,harsh,treatment,clown,curtains,,,,,,,,,
game,playing,play,creed,sims,ii,games,online,played,beta,iii,pc,ps,steam,server,edition,gaming,sc,demo,blizzard
system,immune,sound,support,works,systems,wonders,problems,sort,share,struggling,screw,kindly,nervous,moral,basically,unit,useless,process,shock
fun,times,fu,havin,lot,lasted,filled,twas,tons,babysitting,lastnight,worlds,,,,,,,,
diet,coke,healthy,eat,pepsi,eating,drinking,drink,cola,exercise,fat,soda,calories,sugar,foods,lifestyle,cherry,bottle,liquid,caffeine
remember,reason,forgot,forget,november,happened,plot,remembered,recall,remeber,we'd,remembers,nights,unique,names,moments,grade,remind,powder,forgotten
wah,yeh,ah,hai,wa,ke,le,mai,wel,ye,eh,mere,chain,rang,bo,jo,aa,gona,pee,hm
feel,make,guilty,accomplished,pleasure,depressed,conscience,guilt,betrayed,ashamed,pleasures,permission,superior,insecure,confident,roosevelt,rhythm,oddly,,
live,lives,dies,pooh,living,happily,longer,harmony,minus,lived,hundred,poo,stream,lifestyle,saves,expectations,sacrifices,whispered,,
home,back,coming,bringing,comming,returning,,,,,,,,,,,,,,
suck,dick,gonna,vampires,sucking,sucked,bitches,allergies,balls,lick,today's,nut,badly,todays,colds,basically,headaches,braces,dicks,cock
holiday,season,holidays,chance,poison,enjoy,favorite,weeks,bank,enjoying,spoil,cloudy,booked,public,hoped,inn,hangover,oak,cheer,remedy
house,home,chillin,chilling,bored,chillen,waiting,sitting,moms,dads,crib,txt,sittin,chilli,grandmas,babys,hmu,tx,relaxin,waitin
tha,wit,jus,ta,bout,sum,chillin,bak,rite,ova,fo,waitin,gon,bein,crib,comin,wut,lolz,sumthin,wats
world,felt,things,beautiful,heart,touched,helen,swear,touch,adventure,owe,touching,avoiding,craziest,danger,refuse,presence,specially,unhappy,deeply
happy,anniversary,year,years,wedding,month,celebrating,celebrate,parents,married,husband,hubby,yr,celebration,celebrated,marks,babe,marriage,grandparents,sweetie
ew,gross,nasty,yuck,disgusting,eww,ewww,puke,taste,vomit,smell,threw,horrible,mouth,smells,sticky,fart,tastes,disgusted,icky
cute,baby,adorable,puppy,sooo,aww,soo,he's,soooo,awww,babies,lil,hes,sweet,cutest,kitten,nephew,she's,puppies,sooooo
man,he'll,he's,aww,manly,muffin,dies,grown,blind,upstairs,main,mans,wise,fellow,man's,entitled,shutting,sorrows,bench,buddha
xd,xa,,,,,,,,,,,,,,,,,,
days,couple,past,rainy,nights,rough,reminded,,,,,,,,,,,,,
tired,sleepy,sleep,sooo,ugh,soooo,bed,soo,super,nap,hungry,cranky,soooooo,yawn,sooooooo,grumpy,effin,sooooooooooo,drained,sooooooooo
butt,kicking,kicked,hills,kickin,butts,lazy,worked,freezing,gym,bringing,literally,kicks,allergies,heck,gear,bust,dragging,booty,cheeks
jam,hint,session,pearl,here's,harbor,heres,folks,packed,cheers,jammin,def,sessions,hurricane,jamming,recording,clue,gig,sarcasm,fyi
shoot,shot,gun,photo,hit,target,kill,shooting,bow,arrow,aim,straight,shots,pool,range,bust,bullets,bb,guns,illegal
michael,jackson,micheal,mj,rip,died,dead,jordan,pop,tribute,thief,mike,alan,samuel,andrew,ed,lightning,moore,legend,billy
woot,woo,stoked,gots,payday,disneyland,,,,,,,,,,,,,,
song,lyrics,songs,music,wrote,write,listen,sing,writing,favorite,heard,singing,written,artist,title,rap,melody,chorus,verse,listened
train,bus,station,ride,trains,metro,london,tracks,stops,buses,track,subway,journey,wreck,travel,ticket,central,delayed,plane,nyc
i'll,i'm,fine,guess,there's,call,admit,follow,mine,dark,satisfied,decide,swear,soul,signs,alright,screw,ther,survive,you'd
hurt,feelings,ignore,person,hurting,adore,apologize,locker,realize,they've,badly,ironic,meant,deeply,showing,disappointed,betrayed,offended,ways,closest
life,live,enjoy,moment,short,fullest,regrets,everyday,living,chances,cherish,regret,life's,granted,avoid,lifes,embrace,bullshit,lived,lasts
acid,body,brain,chemical,natural,oxygen,chemistry,liquid,process,energy,cells,science,reaction,levels,element,produce,common,humans,form,discovered
good,sounds,pretty,plan,nice,hmmm,hmm,nap,yep,hmmmm,pla,promising,familiar,yup,sounding,ridiculously,delightful,nicer,,
opportunities,possibilities,opportunity,endless,);,ability,challenge,potential,improve,create,explore,experience,discover,possibility,talents,advantage,situation,infinite,unique,simply
tonight,jon,awesome,bon,jonathan,erica,concert,stewart,enjoyed,woohoo,definately,ross,btw,sara,rocked,stephen,exited,kate,fires,rally
clean,house,cleaned,room,laundry,cleaning,kitchen,dishes,bathroom,floor,vacuum,cleaner,washed,carpet,floors,productive,washing,clothes,bedroom,apartment
world,military,takes,minute,missing,family,lives,saving,read,member,appreciation,freedom,safe,members,lifetime,caring,fallen,crush,hero,memories
months,years,days,ago,couple,weeks,haven't,past,started,havent,realized,eleven,twelve,dating,realised,hasnt,lasted,,,
):,(:,haha,ahh,(8,ahhh,hahah,ughh,ou,funn,d:,yayyy,heather,texts,uhh,hiccups,rofl,courtesy,nevermind,technically
tv,watch,watching,shows,channel,show,cable,channels,television,remote,des,direct,watches,hd,commercials,network,flipping,porn,dish,series
bed,sleeping,pillow,couch,blanket,comfy,laying,sheets,pillows,floor,mattress,sofa,lying,comfortable,warm,beds,snuggle,blankets,soft,cuddle
night,sleep,tonight,rest,hoping,night's,needed,decent,sleeps,stink,,,,,,,,,,
complete,piece,missing,puzzle,pieces,found,total,fit,utter,putting,box,opposite,completed,disaster,parts,collection,shock,bits,exact,awe
day,today,good,nice,hope,surprisingly,swell,brutal,,,,,,,,,,,,
rain,wet,mud,soaked,cold,water,raining,dry,walking,umbrella,soaking,rained,pouring,rains,heavy,flooded,covered,flood,freezing,smell
sun,tan,beach,burnt,pool,sunburn,summer,burn,tanning,skin,burned,swimming,sunburnt,lines,sunburned,pale,laying,lay,ouch,lake
ng,ch,di,bi,gi,ti,dc,con,mu,ra,vi,nay,cu,ai,bu,bc,:x,mai,fi,chi
man,times,ultimate,measure,challenge,ping,stands,fm,pong,moments,comfort,vincent,intense,table,definately,luke,moves,thrown,treats,measured
it's,i'm,can't,there's,i've,feels,wrong,explain,breathe,fight,steel,somebody's,knife,suffer,drown,pipe,undone,,,
day,today,good,chilled,,,,,,,,,,,,,,,,
whats,mind,wrong,happening,wats,happen,point,figure,wondering,idk,difference,everyones,clue,dunno,asks,nothings,agenda,hmmmmm,poppin,happend
im,tired,sick,ugh,soo,bein,bs,bullshit,hearing,stressed,tire,dealing,lied,ppls,grrrrrrr,,,,,
town,place,cape,round,outta,randy,leaving,rep,london,heading,office,china,cod,simple,competition,email,bp,ends,hitting,chi
walk,walking,mile,shoes,run,walked,crawl,dog,criticize,walks,miles,road,fly,dogs,steps,campus,barely,walkin,jog,jump
shop,coffee,pete,shops,town,haircut,finest,exit,comp,corner,drop,charity,local,pet,impressed,chop,nail,village,repair,closing
nu,ne,te,di,aa,tu,main,ki,ni,dil,vi,ch,ke,meri,gal,mere,hun,koi,eh,naa
fair,county,state,science,rides,craft,valley,orange,booth,career,trade,carnival,warning,madison,square,derby,lifes,judging,foul,participate
back,home,work,wanting,finally,needing,coming,vacation,desperately,badly,awhile,,,,,,,,,
beach,sand,sun,water,waves,ocean,surf,sea,toes,sandy,surfing,beaches,sunset,florida,virginia,palm,va,headed,volleyball,miami
north,south,carolina,korea,dakota,heading,florida,korean,beach,avenue,pole,headed,america,georgia,bound,ave,campus,east,portugal,miami
red,blue,roses,dead,redemption,white,rose,dozen,guns,devils,velvet,burns,august,flowers,pill,yellow,poem,dime,balloons,courtesy
finish,start,gotta,homework,started,packing,waiting,stuff,hw,essay,sentence,hurry,laundry,finishing,motivated,determined,painting,asap,projects,unpacking
friday,glad,it's,weekend,week,finally,soooo,sooooo,sooo,longest,tomorrow's,woohoo,soooooo,tomorrows,motor,looong,dragged,,,
joke,funny,jokes,laugh,inside,laughing,hilarious,hahaha,lmao,laughs,cracking,telling,clown,funniest,joking,crack,laughed,cracked,laughter,humor
lord,god,pray,father,jesus,amen,dear,prayer,heavenly,protect,guide,strength,worries,bless,powerful,heal,set,praying,guidance,continue
early,morning,waking,wake,bed,sleep,late,sleeping,mornings,awake,earlier,noon,earl,8:00,wakes,o'clock,sunrise,woken,yawn,routine
earth,heaven,greatest,place,give,face,glory,hug,happiest,rising,falling,blessings,heavens,recognition,parent,god's,lift,created,treasure,maker
youu,thee,mee,soo,lovee,dayy,(:,upp,todayy,funn,ii,ohh,ughh,wayy,hmu,bee,yeahh,mann,inn,meee
tree,trees,leaves,grow,seed,plant,seeds,fruit,reap,forest,branch,roots,grows,palm,pine,harvest,planted,falls,leaf,ground
today,work,tomorrow,lunch,yay,meeting,noon,productive,payday,picking,client,,,,,,,,,
maria,carlos,juan,jose,garcia,ana,lopez,andrea,jessica,diana,daniel,alex,victor,stephanie,nicole,laura,michelle,cruz,jonathan,marie
life,short,live,lived,life's,complete,realize,enjoy,waste,struggle,point,precious,stress,longest,challenge,knowing,adventure,lines,miserable,lifes
:),fun,haha,danielle,marie,hanging,sooo,soo,hahaha,hahah,hah,kayla,cousin,walker,bestie,abby,babysitting,roomie,hangout,funn
carry,heavy,weight,shoulders,lift,lifted,load,burden,carrying,huge,shoulder,spirits,lean,lifting,arms,lighter,bear,breaks,carried,higher
place,belong,world,find,understands,belongs,goodness,base,falls,spirit,command,escape,kindness,patience,embrace,guessed,dreamed,violent,oxygen,immortal
ja,iv,nyt,ss,pit,ty,ole,ku,tt,vain,vi,kin,mist,eli,ist,ep,,,,
ma,ana,wee,dos,aww,uno,missin,bk,bro,sis,fone,princess,dam,wid,flippin,lyf,awww,dayz,alas,juan
post,remember,comment,finished,reading,speak,surprised,memory,you'll,paragraph,you've,experiment,pops,read,suprised,social,spoken,responses,u've,
bird,birds,fly,window,flying,flew,worm,nest,mouse,cage,owl,poop,wings,wing,squirrel,bees,worms,catches,feeding,attacked
de,mayo,cinco,chad,tour,fiesta,mexican,france,direction,leon,barbara,margarita,feliz,margaritas,clinic,celebration,dos,lewis,alexis,hahahahah
chance,give,matter,choice,chances,change,giving,opportunity,destiny,chasing,deserves,prove,leads,lifetime,waited,risk,passing,achieved,slim,grab
life,purpose,meaning,one's,existence,meaningless,serve,continue,simply,lived,search,direction,inspiration,meaningful,consists,discover,sort,served,significant,worthy
don't,pet,pets,talk,that's,stay,walk,visit,complain,pillow,animals,clothes,hairy,homes,short,owners,babies,furniture,biggest,chances
hrs,mins,min,hr,left,sec,spent,ago,straight,worked,total,minus,wk,counting,atleast,waited,wrk,lasted,ot,longest
taking,dot,advantage,easy,chances,piss,takin,granted,destroyed,toll,personally,momma,connect,handle,advice,poll,dare,grown,relationships,quizzes
justin,bieber,beiber,fever,singing,csi,usher,haircut,obsessed,artist,singer,eminem,commercial,generation,sings,rofl,moore,canadian,drake,fag
i'm,don't,mess,i've,that's,i'll,cuz,i'ma,whoa,messing,wreck,confess,cursed,,,,,,,
awesome,tony,tron,punk,legacy,epic,hardcore,badass,soundtrack,amazin,original,ftw,homo,excitement,rave,parker,montana,sooooooooo,pun,steam
favorite,quote,quotes,favourite,what's,buddy,fav,elf,famous,random,cousin,actor,fave,character,singer,absolute,favorites,insert,courtesy,today's
(:,text,haha,(;,funn,mall,mee,hmu,txt,todayy,bestfriend,tmrw,goood,cody,dayy,meee,babysitting,ily,aha,yayy
albert,genius,imagination,einstein,knowledge,insanity,human,universe,important,stupidity,expecting,pure,results,infinite,definition,violent,limited,ability,intelligence,limits
days,row,nights,working,straight,sleepless,boat,weekends,record,shorter,stream,gently,restless,ina,,,,,,
ghost,watching,adventures,town,ghosts,stories,scary,hunting,creepy,shows,girlfriends,talks,tour,haunted,haunt,shell,hunt,scare,marathon,hunter
movie,watching,watched,watch,movies,hangover,hilarious,narnia,jackass,zombieland,trailer,funniest,marathon,film,despicable,dawn,theater,captain,transformers,alien
